dx_rata,dx_sb,dx_med,dx_p95,dx_maks,dx_ncv,dy_rata,dy_sb,dy_med,dy_p95,dy_maks,dy_ncv,kecepatan_rata,kecepatan_sb,kecepatan_med,kecepatan_p95,kecepatan_maks,kecepatan_ncv,percepatan_rata,percepatan_sb,percepatan_med,percepatan_p95,percepatan_maks,percepatan_ncv,jerk_rata,jerk_sb,jerk_med,jerk_p95,jerk_maks,jerk_ncv,tekanan_rata,tekanan_sb,tekanan_med,tekanan_p95,tekanan_maks,tekanan_ncv,durasi_detik,fraksi_sentuh,n_episode,subjek,label
-0.06849954277276993,8.750255584716797,0.013388684019446373,1.877745509147644,366.7202453613281,0.6812396236856668,-0.08558681607246399,4.485281944274902,0.0067245131358504295,1.5511656999588013,183.4196319580078,0.7066961815163254,144.68125915527344,972.6431884765625,107.88339233398438,221.22169494628906,41003.23046875,0.6618705035971223,10134.296875,106940.015625,6211.7529296875,12077.9267578125,4445602.0,0.5888212506917543,1609626.875,12360551.0,1028187.875,2081628.0,497471168.0,0.5356945213060321,0.8638188242912292,0.07541199773550034,0.8859401941299438,0.9122978448867798,0.9187489151954651,0.6192584394023243,18.08,1.0,1.0,C_0001,0
0.049065131694078445,3.4972527027130127,0.01063651591539383,1.4299139976501465,146.72364807128906,0.7214348981399469,-0.017229000106453896,1.9341745376586914,0.012557861395180225,1.327229380607605,73.74327850341797,0.7409211691762622,107.3629379272461,384.9913024902344,87.50537109375,162.42379760742188,16421.296875,0.7156775907883083,8596.947265625,54100.453125,6017.7548828125,11608.482421875,2208075.25,0.5819309123117803,1487232.25,8011417.5,1041536.625,2050650.25,308968608.0,0.5358724534986714,0.8902702331542969,0.08255500346422195,0.9167103171348572,0.949208676815033,0.9583473205566406,0.6195748449955713,22.59,1.0,1.0,C_0001,0
0.09523249417543411,0.9752657413482666,0.019630128517746925,1.308640956878662,28.884315490722656,0.7174447174447175,0.010248225182294846,0.9460607171058655,0.0027268773410469294,1.3242793083190918,29.3480224609375,0.7403767403767404,89.86675262451172,102.35942077636719,82.14392852783203,157.55479431152344,4117.77880859375,0.687960687960688,6630.443359375,16531.8203125,5788.4814453125,11175.4140625,566855.5625,0.5733005733005733,1179718.375,3023616.0,985855.5,1984353.75,97863344.0,0.5290745290745291,0.7706812024116516,0.041532814502716064,0.7769253849983215,0.8019717931747437,0.8071346879005432,0.6408681408681409,24.43,1.0,1.0,C_0002,0
0.006599181331694126,5.576663017272949,0.027879364788532257,1.3904533386230469,252.23489379882812,0.721936589545844,-0.03547153249382973,2.950808525085449,0.009404455311596394,1.2285979986190796,128.34591674804688,0.7210796915167095,109.22013854980469,621.408447265625,84.67300415039062,154.4684295654297,28301.080078125,0.6829477292202228,9389.4189453125,81644.578125,5914.9873046875,11699.408203125,3592307.0,0.5844044558697515,1580958.125,11358814.0,1029000.6875,2056369.5,477935712.0,0.5261353898886033,0.9058058261871338,0.0937996357679367,0.9493870735168457,0.968432605266571,0.9839467406272888,0.6439588688946015,23.35,0.9995717344753747,1.5,C_0002,0
-0.020804770290851593,6.400755882263184,0.019389912486076355,1.1457685232162476,368.98101806640625,0.743365330321852,-0.03982844948768616,3.4505107402801514,0.004713010508567095,1.0963393449783325,194.72116088867188,0.7608695652173914,88.52091979980469,721.7625732421875,69.2861099243164,128.88812255859375,41720.8984375,0.6911349520045172,8234.181640625,87436.7421875,5691.638671875,10902.607421875,4936922.0,0.5798983625070582,1376212.875,11238907.0,959713.25,1899469.0,610289024.0,0.5539243365330322,0.824418306350708,0.05880573019385338,0.8362956643104553,0.8607906699180603,0.8724043965339661,0.5951439864483343,35.43,1.0,1.0,C_0003,0
0.039911750704050064,2.846341371536255,0.012910855934023857,1.1164618730545044,150.4005126953125,0.7381868131868132,-0.011463486589491367,1.5635124444961548,0.002742342883720994,1.0086678266525269,74.40424346923828,0.7579670329670329,76.87113189697266,315.5477294921875,66.0119857788086,126.22782897949219,16779.841796875,0.7142857142857143,7393.09033203125,44784.3671875,5929.2998046875,10707.0,2286048.25,0.5686813186813187,1281897.0,6698539.5,979735.3125,1897645.25,321939488.0,0.5598901098901099,0.8921424150466919,0.07677451521158218,0.9317538738250732,0.9524666666984558,0.9562097191810608,0.596978021978022,36.41,1.0,1.0,C_0003,0
-0.053730763494968414,7.884380340576172,0.017973100766539574,1.4468481540679932,356.701904296875,0.7147587511825922,-0.06974264234304428,4.185644626617432,0.003659592941403389,1.4732946157455444,184.8046875,0.6769157994323557,126.77749633789062,883.6491088867188,97.33380126953125,173.6339111328125,40173.25390625,0.6764427625354777,9839.6064453125,99170.4140625,6198.45947265625,12546.74609375,4435808.5,0.5950804162724692,1578594.125,11755197.0,1048481.125,2163434.75,508269024.0,0.533585619678335,0.873904287815094,0.05859965831041336,0.8882492184638977,0.9062276482582092,0.9111372232437134,0.6286660359508042,21.15,0.9995271867612293,1.5,C_0004,0
0.10741358250379562,1.0747389793395996,0.021075855940580368,1.5040013790130615,28.906375885009766,0.705122288878634,0.00650206720456481,1.0355300903320312,0.014441084116697311,1.4577561616897583,29.549997329711914,0.7429626211352099,100.77246856689453,110.6100082397461,91.29524230957031,180.76580810546875,4133.740234375,0.6774342408860176,6955.87060546875,17390.125,5978.5986328125,11475.4853515625,563815.3125,0.5879095523765574,1232318.625,3185000.5,1024227.5625,2070108.5,97717920.0,0.5325334563913244,0.9184870719909668,0.09441960602998734,0.9069281816482544,1.0,1.0,0.7508075680664513,21.68,1.0,1.0,C_0004,0
0.07732278108596802,4.498332977294922,0.009079184383153915,2.3074581623077393,146.45042419433594,0.7093275488069414,-0.026398343965411186,2.566250801086426,0.01518411934375763,2.1777074337005615,73.28350830078125,0.7136659436008677,171.3030242919922,488.8031005859375,143.1188201904297,270.821533203125,16376.263671875,0.67823571945047,10276.478515625,68600.7265625,6057.80078125,12440.4072265625,2195881.0,0.5639913232104121,1746450.25,10145290.0,1016456.1875,2169761.0,306708640.0,0.5234996384671005,0.8964272141456604,0.08379501104354858,0.9165068864822388,0.9817195534706116,0.9885178208351135,0.5676066522053507,13.84,1.0,1.0,C_0005,0
0.07130921632051468,4.244865894317627,0.005158015061169863,2.101673126220703,146.9374237060547,0.7374839537869063,-0.02283734269440174,2.398226261138916,0.02374962531030178,1.675114393234253,73.86498260498047,0.7246469833119383,153.212890625,462.90997314453125,129.28468322753906,236.37916564941406,16445.86328125,0.7124518613607189,9719.60546875,65184.00390625,5997.93994140625,11513.44140625,2211523.75,0.5648267008985879,1671277.375,9654803.0,1043728.3125,2102315.5,309672672.0,0.5301668806161746,0.9320501089096069,0.08792206645011902,0.9685918092727661,0.9955600500106812,1.0,0.5500641848523748,15.59,1.0,1.0,C_0005,0
